filename,split_assignment,subtype,n_valid_param_rows,nominal_valid_count,broad_valid_count,nominal_rise_median,broad_rise_median,nominal_broad_delta_median,param_sensitivity_range_overall,any_hard_review,hard_reason_union,review_priority,review_priority_reasons
E4_S03_A_FALL_STD_B_T003.csv,train,FALL_STD_B,12,6,6,209.0,209.0,0.0,34.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_B_T004.csv,test,FALL_STD_B,12,6,6,212.5,212.5,0.0,67.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_B_T005.csv,train,FALL_STD_B,12,6,6,237.5,237.5,0.0,18.0,False,,normal,
E4_S03_A_FALL_STD_B_T006.csv,val,FALL_STD_B,12,6,6,267.0,267.0,0.0,37.0,False,,normal,
E4_S03_A_FALL_STD_B_T007.csv,train,FALL_STD_B,12,6,6,219.0,219.0,0.0,0.0,False,,normal,
E4_S03_A_FALL_STD_B_T008.csv,train,FALL_STD_B,12,6,6,230.0,230.0,0.0,0.0,False,,normal,
E4_S03_A_FALL_STD_B_T009.csv,train,FALL_STD_B,12,6,6,207.0,207.0,0.0,0.0,False,,normal,
E4_S03_A_FALL_STD_B_T010.csv,train,FALL_STD_B,12,6,6,206.0,206.0,0.0,1.0,False,,normal,
E4_S03_A_FALL_STD_F_T001.csv,test,FALL_STD_F,12,6,6,229.5,229.5,0.0,29.0,False,,normal,
E4_S03_A_FALL_STD_F_T002.csv,train,FALL_STD_F,12,6,6,195.0,195.0,0.0,8.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_F_T003.csv,train,FALL_STD_F,12,6,6,227.0,227.0,0.0,33.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_F_T004.csv,train,FALL_STD_F,12,6,6,198.0,198.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_F_T005.csv,train,FALL_STD_F,12,6,6,224.0,224.0,0.0,0.0,False,,normal,
E4_S03_A_FALL_STD_F_T006.csv,test,FALL_STD_F,12,6,6,224.0,224.0,0.0,1.0,False,,normal,
E4_S03_A_FALL_STD_F_T007.csv,train,FALL_STD_F,12,6,6,207.5,207.5,0.0,21.0,False,,normal,
E4_S03_A_FALL_STD_F_T008.csv,test,FALL_STD_F,12,6,6,209.0,209.0,0.0,28.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_F_T009.csv,test,FALL_STD_F,12,6,6,209.0,197.5,-11.5,38.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_STD_F_T010.csv,train,FALL_STD_F,12,6,6,209.5,209.5,0.0,33.0,False,,normal,
E4_S03_A_FALL_WALK_B_T001.csv,train,FALL_WALK_B,12,6,6,198.0,198.0,0.0,1.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_B_T002.csv,test,FALL_WALK_B,12,6,6,201.0,201.0,0.0,9.0,False,,high,weak_subtype:FALL_WALK_B
E4_S03_A_FALL_WALK_B_T003.csv,train,FALL_WALK_B,12,6,6,190.0,190.0,0.0,9.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_B_T004.csv,train,FALL_WALK_B,12,6,6,284.0,284.0,0.0,0.0,False,,high,weak_subtype:FALL_WALK_B
E4_S03_A_FALL_WALK_B_T005.csv,train,FALL_WALK_B,12,6,6,198.0,198.0,0.0,2.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_B_T006.csv,train,FALL_WALK_B,12,6,6,193.0,187.0,-6.0,7.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_B_T007.csv,test,FALL_WALK_B,8,4,4,304.5,304.5,0.0,13.0,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_B_T008.csv,train,FALL_WALK_B,0,0,0,,,,,True,rise_not_found,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_B_T009.csv,train,FALL_WALK_B,12,6,6,214.0,214.0,0.0,15.0,False,,high,weak_subtype:FALL_WALK_B
E4_S03_A_FALL_WALK_B_T010.csv,train,FALL_WALK_B,12,6,6,193.0,180.0,-12.0,13.0,True,frame_mapping_failed;peak_in_beep_region;peak_outside_expected_fall_original_200_400;rise_in_beep_region;rise_too_early_original_lt_200;topk_no_consensus_hard,high,weak_subtype:FALL_WALK_B;has_hard_review
E4_S03_A_FALL_WALK_F_T001.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
E4_S03_A_FALL_WALK_F_T002.csv,train,FALL_WALK_F,12,6,6,195.0,183.0,-13.0,14.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_WALK_F_T003.csv,train,FALL_WALK_F,12,6,6,200.0,200.0,0.0,14.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_WALK_F_T004.csv,test,FALL_WALK_F,12,6,6,213.0,180.0,-33.0,34.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_WALK_F_T005.csv,test,FALL_WALK_F,12,6,6,198.0,198.0,0.0,18.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_WALK_F_T006.csv,val,FALL_WALK_F,12,6,6,234.0,234.0,0.0,2.0,False,,normal,
E4_S03_A_FALL_WALK_F_T007.csv,train,FALL_WALK_F,12,6,6,193.0,193.0,0.0,79.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_WALK_F_T008.csv,test,FALL_WALK_F,12,6,6,240.0,240.0,0.0,30.0,False,,normal,
E4_S03_A_FALL_WALK_F_T009.csv,test,FALL_WALK_F,12,6,6,190.0,190.0,0.0,0.0,True,frame_mapping_failed;rise_in_beep_region;rise_too_early_original_lt_200,high,has_hard_review
E4_S03_A_FALL_WALK_F_T010.csv,train,FALL_WALK_F,0,0,0,,,,,True,rise_not_found,high,has_hard_review
